data_source,feature_description,feature_name,product_line,referrer_url,url
html,"Tailor business processes, picklist values, and page layouts.",Record Types (Per Object),Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Develop and test in an isolated environment without compromising your live Salesforce deployment.,Developer Sandbox,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Develop and test without compromising your live Salesforce deployment. Developer Pro can host larger datasets than a developer sandbox.,Developer Pro Sandbox,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Create and maintain a single source of truth of all products available for sale, including one-time, subscription, and usage revenue models.",Product Catalog,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Manage read/write permissions for different user profiles, and control which fields different users see on every record.",Customizable Profiles and Page Layouts,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Automate and manage any business process with a point-and-click Process Builder tool.,Lightning Flow Automation (Flow + Process Builder),Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Develop and test without compromising your live Salesforce deployment. Developer Pro can host larger datasets than a developer sandbox.,Developer Pro Sandbox,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Develop and test in an isolated environment without compromising your live Salesforce deployment.,Developer Sandbox,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Establish roles and permissions that set object/data access for different users.,Roles and Permissions,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Tailor business processes, picklist values, and page layouts.",Record Types (Per Object),Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Create and maintain various price lists for available products using cost-plus, markup, batch, block, or customized pricing methods.",Price Book,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Build configurable solutions to streamline complex sales cycles or boost add-on product attach rates.,Product Bundles,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Each edition includes a stated minimum storage to be shared by all users. Additional storage is available per-org.,File Storage Per User,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Each edition includes a stated minimum storage to be shared by all users. Additional storage is available per-org.,Data Storage Per User,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Build apps and customize Salesforce to meet your — and your customers’ — needs.,Unlimited Custom Applications,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,"Automate workflow tasks, email alerts, automatic field updates, and much more. Set up simple or sophisticated approval automation for virtually any process.",Workflow and Approval,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Test and code in separate environments without compromising your live Salesforce deployment.,Full Sandbox,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Replicate your production org, including all data. Handle performance testing, load testing, and staging. ",Partial Sandbox,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Help reps select the right products and services by creating a step-by-step configuration wizard for your product portfolio.,Guided Selling,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Provide reps with an interactive tool to build complex or customized solutions, with built-in validation rules and nested bundles.",Product Configurator,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Build, extend, and manage apps — with clicks or code.",Platform,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Establish roles and permissions that set object/data access for different users.,Roles and Permissions,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Replicate your production org, including all data. Handle performance testing, load testing, and staging. ",Partial Sandbox,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Single sign-on for all your enterprise apps lets you easily connect to your existing directory to manage users and access.,Salesforce Identity,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Automate workflow tasks, email alerts, automatic field updates, and much more. Set up simple or sophisticated approval automation for virtually any process.",Workflow and Approval,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Model different scenarios with a deal-making canvas that allows reps to adjust discounting and quote lines within predefined guidelines.,Quote Line Editor,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Allow reps to segment quote lines to help negotiate complex transactions like multiyear discounts, ramp deals, or service contracts.",Multidimensional Quoting,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Tailor business processes, picklist values, and page layouts.",Record Types (Per Object),Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Develop and test without compromising your live Salesforce deployment. Developer Pro can host larger datasets than a developer sandbox.,Developer Pro Sandbox,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Collaborate throughout your company and with outside parties.,Chatter,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Test and code in separate environments without compromising your live Salesforce deployment.,Full Sandbox,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Single sign-on for all your enterprise apps lets you easily connect to your existing directory to manage users and access.,Salesforce Identity,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,"Make it easy for reps to create accurate, branded quotes in one click with options to hide or reveal discounts and quote lines.",Proposal Document Generation,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Connect CPQ to your third-party systems like partner or self-service portals to manage quotes, amendments, and renewals.",Salesforce CPQ APIs,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Develop and test in an isolated environment without compromising your live Salesforce deployment.,Developer Sandbox,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Build apps and customize Salesforce to meet your — and your customers’ — needs.,Unlimited Custom Applications,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Run your business from your phone — collaborate with your team, close deals, service customers, and deliver personalized marketing from anywhere.",Salesforce Mobile App,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,"Stay in sync with your favorite productivity apps, including Gmail, Calendar, Sheets, and Slides.",Google Apps Integration,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,"Track, filter, and qualify new prospective customers.",Lead Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,Collaborate throughout your company and with outside parties.,Chatter,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,Collaborate throughout your company and with outside parties.,Chatter,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,Include consumption-based products and pricing in your quotes. Seamlessly integrates with Usage Rating and Processing in billing.,Usage Pricing and Quoting,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Create a seamless handoff from sales to operations by transferring quote-line details to the order.,Order Management,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Automate workflow tasks, email alerts, automatic field updates, and much more. Set up simple or sophisticated approval automation for virtually any process.",Workflow and Approval,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Replicate your production org, including all data. Handle performance testing, load testing, and staging. ",Partial Sandbox,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Share and collaborate on key files relevant to each deal.,Files,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Automatically get the most up-to-date content and recommendations on what to follow and join.,Topics and Recommendations,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,N/A,Email Integration with Outlook,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Route hot leads to the right reps and view the impact of your marketing activities on your sales pipeline.,Lead Assignment and Routing,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,"Improve CRM data quality by preventing duplicates, so data is more usable, reliable, and relevant.",Duplicate Blocking,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,"Run your business from your phone — collaborate with your team, close deals, service customers, and deliver personalized marketing from anywhere.",Salesforce Mobile App,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,Share and collaborate on key files relevant to each deal.,Files,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,"Run your business from your phone — collaborate with your team, close deals, service customers, and deliver personalized marketing from anywhere.",Salesforce Mobile App,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,Share and collaborate on key files relevant to each deal.,Files,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,"Keep track of all the products and services customers have purchased. View contract start and end dates, quantities, and renewal settings.",Subscriptions and Assets,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Manage recurring relationships with no end date. Supported from the quote through all the downstream processes.,Evergreen Subscriptions,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Test and code in separate environments without compromising your live Salesforce deployment.,Full Sandbox,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Single sign-on for all your enterprise apps lets you easily connect to your existing directory to manage users and access.,Salesforce Identity,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Track, filter, and qualify new prospective customers.",Lead Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,N/A,Case Auto-Assignment,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,N/A,Web and Email Case Capture,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Sync contacts and calendar events between any Microsoft Exchange-connected device and Salesforce.,Lightning Sync,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,"Track, filter, and qualify new prospective customers.",Lead Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,Generate leads with the prospecting data from your company’s website visitors.,Web-to-Lead Capture,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,Create targeted email lists for events. Provide updates and more for your prospects and customers. Automatically track which leads or contacts received emails.,Mass Email,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,Automatically get the most up-to-date content and recommendations on what to follow and join.,Topics and Recommendations,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,N/A,Case Auto-Assignment,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,Automatically get the most up-to-date content and recommendations on what to follow and join.,Topics and Recommendations,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,N/A,Case Auto-Assignment,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,"Facilitate upsells and cross-sells by streamlining the process for modifying active contracts, including add-ons, swaps, and upgrades.",Contract Amendments,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Reduce churn by proactively generating renewal opportunities that update in real time as you make midterm contract changes.,Automated Renewals,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,"Stay in sync with your favorite productivity apps, including Gmail, Calendar, Sheets, and Slides.",Google Apps Integration,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,N/A,Email Integration with Outlook,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Route hot leads to the right reps and view the impact of your marketing activities on your sales pipeline.,Lead Assignment and Routing,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,"Improve CRM data quality by preventing duplicates, so data is more usable, reliable, and relevant.",Duplicate Blocking,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,N/A,Case Email Auto-Response,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,N/A,Case Escalation Rules and Queues,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,"Connect external systems and data to Salesforce using web services APIs, including REST, SOAP, and more.",Web Services API,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Route hot leads to the right reps and view the impact of your marketing activities on your sales pipeline.,Lead Assignment and Routing,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,"Improve CRM data quality by preventing duplicates, so data is more usable, reliable, and relevant.",Duplicate Blocking,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,Manage and track marketing campaigns across all channels. Make more informed decisions and see their impact on your sales pipeline.,Campaign Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,Create form emails to communicate consistently with customers and prospects.,Email Templates,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,N/A,Web and Email Case Capture,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,N/A,Case Email Auto-Response,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,N/A,Web and Email Case Capture,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,Streamline repeat business by defining negotiated prices or inheriting pricing from a prior quote.,Contracted Pricing,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Automate complex order fulfillment by splitting a single quote into multiple orders based on time or location.,Advanced Order Management,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Sync contacts and calendar events between any Microsoft Exchange-connected device and Salesforce.,Lightning Sync,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Connect external systems and data to Salesforce using web services APIs, including REST, SOAP, and more.",Web Services API,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Track, filter, and qualify new prospective customers.",Lead Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/lightning-dialer/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-7
html,Collaborate throughout your company and with outside parties.,Chatter,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/voice/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-16
html,Generate leads with the prospecting data from your company’s website visitors.,Web-to-Lead Capture,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,Create targeted email lists for events. Provide updates and more for your prospects and customers. Automatically track which leads or contacts received emails.,Mass Email,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,"Get a complete view of prospects and customers, including activity history, key contacts, and communications.",Lead-Contact Account Management,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Boost agent productivity and delivery of everything an agent needs to close cases faster all on one screen.,Service Console Apps,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Generate leads with the prospecting data from your company’s website visitors.,Web-to-Lead Capture,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,Create targeted email lists for events. Provide updates and more for your prospects and customers. Automatically track which leads or contacts received emails.,Mass Email,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,Configure business rules to determine how engaged a prospect is with your brand.,Rules-Based Lead Scoring,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,Let your partners register leads via your website with integrated web-to-lead capture.,Lead Registration,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,N/A,Case Escalation Rules and Queues,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,"Get a complete view of prospects and customers, including activity history, key contacts, and communications.",Lead-Contact Account Management,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,N/A,Case Email Auto-Response,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,N/A,Case Escalation Rules and Queues,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,"Ensure timely cash collection by automatically creating invoices for all billable orders, including one-time and recurring fees.",Invoice Scheduler,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Route hot leads to the right reps and view the impact of your marketing activities on your sales pipeline.,Lead Assignment and Routing,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/lightning-dialer/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-7
html,"Improve CRM data quality by preventing duplicates, so data is more usable, reliable, and relevant.",Duplicate Blocking,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/lightning-dialer/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-7
html,"Run your business from your phone — collaborate with your team, close deals, service customers, and deliver personalized marketing from anywhere.",Salesforce Mobile App,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/voice/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-16
html,Share and collaborate on key files relevant to each deal.,Files,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/voice/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-16
html,Manage and track marketing campaigns across all channels. Make more informed decisions and see their impact on your sales pipeline.,Campaign Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,Create form emails to communicate consistently with customers and prospects.,Email Templates,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,"Access knowledge articles and FAQ pages to provide excellent customer service, faster.",Knowledge (Read-Only),Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Deliver more efficient support by routing cases to the right agent.,Omni-Channel Routing (Basic),Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Manage and track marketing campaigns across all channels. Make more informed decisions and see their impact on your sales pipeline.,Campaign Management,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,Improve campaign ROI metrics. Allocate revenue share across campaign touches on an opportunity.,Campaign Influence,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/salesforce-maps/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-11
html,Boost agent productivity and delivery of everything an agent needs to close cases faster all on one screen.,Service Console Apps,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,"Access knowledge articles and FAQ pages to provide excellent customer service, faster.",Knowledge (Read-Only),Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/field-service/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-8
html,"Get a complete view of prospects and customers, including activity history, key contacts, and communications.",Lead-Contact Account Management,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,Boost agent productivity and delivery of everything an agent needs to close cases faster all on one screen.,Service Console Apps,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/digital-engagement/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-10
html,"Upon customer request, manually produce a one-off invoice outside of the logic setup in the invoice scheduler.",Bill Now Invoicing,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Define invoice templates for milestone billing with the power to adapt invoicing as milestones change.,Milestone Billing,CPQ & Billing,https://www.salesforce.com/editions-pricing/sales-cloud/,https://www.salesforce.com/editions-pricing/salesforce-quote-to-cash/
html,Generate leads with the prospecting data from your company’s website visitors.,Web-to-Lead Capture,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/lightning-dialer/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-7
html,Create targeted email lists for events. Provide updates and more for your prospects and customers. Automatically track which leads or contacts received emails.,Mass Email,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/lightning-dialer/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-7
html,Automatically get the most up-to-date content and recommendations on what to follow and join.,Topics and Recommendations,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/voice/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-16
html,N/A,Case Auto-Assignment,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/voice/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-16
html,Configure business rules to determine how engaged a prospect is with your brand.,Rules-Based Lead Scoring,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,Let your partners register leads via your website with integrated web-to-lead capture.,Lead Registration,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/inbox-and-einstein/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-2
html,N/A,Omni-Channel Supervisor,Service Cloud,https://www.salesforce.com/editions-pricing/service-cloud/einstein/,https://www.salesforce.com/editions-pricing/service-cloud/?d=cta-header-1
html,Create form emails to communicate consistently with customers and prospects.,Email Templates,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
html,Configure business rules to determine how engaged a prospect is with your brand.,Rules-Based Lead Scoring,Sales Cloud,https://www.salesforce.com/editions-pricing/sales-cloud/hvs/,https://www.salesforce.com/editions-pricing/sales-cloud/?d=cta-header-4
